file_name,Usage,label
1879.png,Private,Flycatcher
1880.png,Private,Other non-passerine bird
1881.png,Private,Other non-passerine bird
1882.png,Public,Antbird
1883.png,Public,Flycatcher
1884.png,Public,Flycatcher
1885.png,Public,Nocturnal bird
1886.png,Private,Antbird
1887.png,Private,Antbird
1888.png,Private,Water-associated bird
1889.png,Public,Parrot
1890.png,Private,Nocturnal bird
1891.png,Private,Other non-passerine bird
1892.png,Public,Water-associated bird
1893.png,Private,Parrot
1894.png,Public,Antbird
1895.png,Public,Flycatcher
1896.png,Public,Flycatcher
1897.png,Public,Other non-passerine bird
1898.png,Public,Ground bird
1899.png,Public,Antbird
1900.png,Private,Other non-passerine bird
1901.png,Public,Other non-passerine bird
1902.png,Public,Tanager
1903.png,Private,Bird of prey
1904.png,Public,Nocturnal bird
1905.png,Public,Antbird
1906.png,Public,Flycatcher
1907.png,Private,Antbird
1908.png,Private,Other non-passerine bird
1909.png,Private,Antbird
1910.png,Public,Other non-passerine bird
1911.png,Private,Flycatcher
1912.png,Private,Other non-passerine bird
1913.png,Public,Bird of prey
1914.png,Private,Parrot
1915.png,Public,Flycatcher
1916.png,Private,Antbird
1917.png,Public,Other non-passerine bird
1918.png,Private,Nocturnal bird
1919.png,Public,Water-associated bird
1920.png,Private,Other non-passerine bird
1921.png,Public,Flycatcher
1922.png,Private,Flycatcher
1923.png,Private,Parrot
1924.png,Public,Flycatcher
1925.png,Public,Ground bird
1926.png,Private,Bird of prey
1927.png,Public,Other non-passerine bird
1928.png,Public,Antbird
1929.png,Public,Nocturnal bird
1930.png,Public,Flycatcher
1931.png,Private,Nocturnal bird
1932.png,Public,Antbird
1933.png,Private,Flycatcher
1934.png,Public,Other non-passerine bird
1935.png,Private,Parrot
1936.png,Private,Flycatcher
1937.png,Public,Antbird
1938.png,Public,Nocturnal bird
1939.png,Public,Water-associated bird
1940.png,Private,Other non-passerine bird
1941.png,Private,Tanager
1942.png,Private,Nocturnal bird
1943.png,Private,Nocturnal bird
1944.png,Public,Nocturnal bird
1945.png,Public,Antbird
1946.png,Public,Flycatcher
1947.png,Public,Flycatcher
1948.png,Public,Bird of prey
1949.png,Private,Bird of prey
1950.png,Public,Nocturnal bird
1951.png,Private,Nocturnal bird
1952.png,Public,Flycatcher
1953.png,Private,Nocturnal bird
1954.png,Private,Nocturnal bird
1955.png,Private,Other non-passerine bird
1956.png,Private,Flycatcher
1957.png,Private,Flycatcher
1958.png,Private,Tanager
1959.png,Public,Nocturnal bird
1960.png,Public,Antbird
1961.png,Public,Nocturnal bird
1962.png,Public,Water-associated bird
1963.png,Private,Other non-passerine bird
1964.png,Public,Other non-passerine bird
1965.png,Public,Bird of prey
1966.png,Private,Other non-passerine bird
1967.png,Public,Other non-passerine bird
1968.png,Public,Flycatcher
1969.png,Public,Flycatcher
1970.png,Private,Flycatcher
1971.png,Private,Parrot
1972.png,Private,Water-associated bird
1973.png,Private,Flycatcher
1974.png,Public,Parrot
1975.png,Public,Antbird
1976.png,Private,Nocturnal bird
1977.png,Public,Ground bird
1978.png,Public,Flycatcher
1979.png,Private,Flycatcher
1980.png,Private,Water-associated bird
1981.png,Private,Flycatcher
1982.png,Private,Water-associated bird
1983.png,Private,Other non-passerine bird
1984.png,Private,Other non-passerine bird
1985.png,Public,Nocturnal bird
1986.png,Public,Antbird
1987.png,Public,Tanager
1988.png,Public,Parrot
1989.png,Public,Nocturnal bird
1990.png,Private,Water-associated bird
1991.png,Private,Water-associated bird
1992.png,Private,Tanager
1993.png,Public,Tanager
1994.png,Private,Tanager
1995.png,Private,Other non-passerine bird
1996.png,Public,Other non-passerine bird
1997.png,Public,Other non-passerine bird
1998.png,Public,Other non-passerine bird
1999.png,Private,Other non-passerine bird
2000.png,Public,Other non-passerine bird
2001.png,Public,Other non-passerine bird
2002.png,Private,Tanager
2003.png,Private,Flycatcher
2004.png,Private,Flycatcher
2005.png,Public,Flycatcher
2006.png,Public,Other non-passerine bird
2007.png,Public,Water-associated bird
2008.png,Private,Flycatcher
2009.png,Private,Ground bird
2010.png,Private,Antbird
2011.png,Public,Nocturnal bird
2012.png,Private,Other non-passerine bird
2013.png,Public,Nocturnal bird
2014.png,Private,Flycatcher
2015.png,Public,Bird of prey
2016.png,Public,Bird of prey
2017.png,Public,Other non-passerine bird
2018.png,Public,Water-associated bird
2019.png,Public,Water-associated bird
2020.png,Public,Flycatcher
2021.png,Public,Flycatcher
2022.png,Public,Water-associated bird
2023.png,Public,Flycatcher
2024.png,Public,Ground bird
2025.png,Private,Flycatcher
2026.png,Private,Bird of prey
2027.png,Private,Other non-passerine bird
2028.png,Public,Water-associated bird
2029.png,Private,Parrot
2030.png,Private,Parrot
2031.png,Private,Parrot
2032.png,Private,Other non-passerine bird
2033.png,Public,Nocturnal bird
2034.png,Public,Nocturnal bird
2035.png,Private,Nocturnal bird
2036.png,Public,Water-associated bird
2037.png,Public,Water-associated bird
2038.png,Public,Tanager
2039.png,Public,Bird of prey
2040.png,Public,Antbird
2041.png,Public,Water-associated bird
2042.png,Public,Parrot
2043.png,Public,Other non-passerine bird
2044.png,Public,Other non-passerine bird
2045.png,Private,Nocturnal bird
2046.png,Public,Flycatcher
2047.png,Public,Tanager
2048.png,Public,Tanager
2049.png,Public,Antbird
2050.png,Public,Antbird
2051.png,Private,Nocturnal bird
2052.png,Private,Flycatcher
2053.png,Private,Other non-passerine bird
2054.png,Public,Other non-passerine bird
2055.png,Private,Antbird
2056.png,Private,Flycatcher
2057.png,Private,Nocturnal bird
2058.png,Private,Flycatcher
2059.png,Private,Other non-passerine bird
2060.png,Public,Tanager
2061.png,Public,Flycatcher
2062.png,Public,Ground bird
2063.png,Public,Flycatcher
2064.png,Private,Flycatcher
2065.png,Private,Nocturnal bird
2066.png,Private,Nocturnal bird
2067.png,Private,Water-associated bird
2068.png,Public,Flycatcher
2069.png,Private,Parrot
2070.png,Private,Other non-passerine bird
2071.png,Public,Other non-passerine bird
2072.png,Private,Other non-passerine bird
2073.png,Public,Water-associated bird
2074.png,Private,Other non-passerine bird
2075.png,Public,Water-associated bird
2076.png,Public,Antbird
2077.png,Private,Tanager
2078.png,Private,Water-associated bird
2079.png,Private,Flycatcher
2080.png,Private,Other non-passerine bird
2081.png,Public,Other non-passerine bird
2082.png,Public,Other non-passerine bird
2083.png,Private,Parrot
2084.png,Private,Other non-passerine bird
2085.png,Private,Water-associated bird
2086.png,Private,Antbird
2087.png,Public,Water-associated bird
2088.png,Private,Antbird
2089.png,Private,Antbird
2090.png,Private,Nocturnal bird
2091.png,Private,Nocturnal bird
2092.png,Public,Flycatcher
2093.png,Public,Other non-passerine bird
2094.png,Public,Nocturnal bird
2095.png,Private,Nocturnal bird
2096.png,Private,Antbird
2097.png,Private,Other non-passerine bird
2098.png,Public,Other non-passerine bird
2099.png,Public,Nocturnal bird
2100.png,Private,Other non-passerine bird
2101.png,Public,Water-associated bird
2102.png,Public,Bird of prey
2103.png,Public,Flycatcher
2104.png,Private,Flycatcher
2105.png,Public,Other non-passerine bird
2106.png,Private,Bird of prey
2107.png,Private,Flycatcher
2108.png,Public,Other non-passerine bird
2109.png,Private,Nocturnal bird
2110.png,Public,Other non-passerine bird
2111.png,Private,Flycatcher
2112.png,Private,Water-associated bird
2113.png,Public,Other non-passerine bird
2114.png,Public,Other non-passerine bird
2115.png,Public,Other non-passerine bird
2116.png,Private,Nocturnal bird
2117.png,Public,Other non-passerine bird
2118.png,Public,Other non-passerine bird
2119.png,Private,Tanager
2120.png,Public,Nocturnal bird
2121.png,Public,Flycatcher
2122.png,Private,Water-associated bird
2123.png,Public,Tanager
2124.png,Public,Water-associated bird
2125.png,Public,Antbird
2126.png,Private,Bird of prey
2127.png,Public,Flycatcher
2128.png,Private,Water-associated bird
2129.png,Private,Nocturnal bird
2130.png,Private,Other non-passerine bird
2131.png,Public,Other non-passerine bird
2132.png,Public,Other non-passerine bird
2133.png,Private,Water-associated bird
2134.png,Private,Flycatcher
2135.png,Private,Other non-passerine bird
2136.png,Public,Nocturnal bird
2137.png,Public,Flycatcher
2138.png,Private,Flycatcher
2139.png,Public,Flycatcher
2140.png,Public,Other non-passerine bird
2141.png,Private,Nocturnal bird
2142.png,Public,Antbird
2143.png,Private,Nocturnal bird
2144.png,Private,Other non-passerine bird
2145.png,Public,Other non-passerine bird
2146.png,Public,Parrot
2147.png,Public,Bird of prey
2148.png,Private,Antbird
2149.png,Private,Flycatcher
2150.png,Public,Other non-passerine bird
2151.png,Public,Nocturnal bird
2152.png,Private,Parrot
2153.png,Private,Flycatcher
2154.png,Private,Nocturnal bird
2155.png,Public,Nocturnal bird
2156.png,Public,Flycatcher
2157.png,Private,Nocturnal bird
2158.png,Private,Bird of prey
2159.png,Private,Other non-passerine bird
2160.png,Public,Flycatcher
2161.png,Private,Antbird
2162.png,Private,Antbird
2163.png,Public,Antbird
2164.png,Public,Flycatcher
2165.png,Public,Flycatcher
2166.png,Private,Flycatcher
2167.png,Private,Flycatcher
2168.png,Private,Antbird
2169.png,Public,Flycatcher
2170.png,Private,Tanager
2171.png,Private,Other non-passerine bird
2172.png,Private,Tanager
2173.png,Private,Flycatcher
2174.png,Private,Flycatcher
2175.png,Private,Other non-passerine bird
2176.png,Public,Other non-passerine bird
2177.png,Public,Water-associated bird
2178.png,Public,Flycatcher
2179.png,Public,Nocturnal bird
2180.png,Public,Tanager
2181.png,Public,Tanager
2182.png,Private,Parrot
2183.png,Public,Tanager
2184.png,Private,Bird of prey
2185.png,Private,Flycatcher
2186.png,Public,Bird of prey
2187.png,Public,Tanager
2188.png,Public,Ground bird
2189.png,Public,Tanager
2190.png,Private,Other non-passerine bird
2191.png,Private,Tanager
2192.png,Private,Tanager
2193.png,Public,Tanager
2194.png,Public,Water-associated bird
2195.png,Public,Flycatcher
2196.png,Private,Antbird
2197.png,Private,Nocturnal bird
2198.png,Public,Other non-passerine bird
2199.png,Public,Water-associated bird
2200.png,Private,Other non-passerine bird
2201.png,Public,Tanager
2202.png,Private,Water-associated bird
2203.png,Private,Tanager
2204.png,Private,Nocturnal bird
2205.png,Public,Flycatcher
2206.png,Public,Other non-passerine bird
2207.png,Public,Bird of prey
2208.png,Private,Flycatcher
2209.png,Public,Bird of prey
2210.png,Private,Water-associated bird
2211.png,Private,Tanager
2212.png,Private,Flycatcher
2213.png,Public,Flycatcher
2214.png,Public,Flycatcher
2215.png,Private,Other non-passerine bird
2216.png,Public,Nocturnal bird
2217.png,Public,Antbird
2218.png,Public,Other non-passerine bird
2219.png,Public,Other non-passerine bird
2220.png,Public,Flycatcher
2221.png,Public,Flycatcher
2222.png,Private,Water-associated bird
2223.png,Public,Flycatcher
2224.png,Private,Flycatcher
2225.png,Private,Flycatcher
2226.png,Public,Other non-passerine bird
2227.png,Public,Flycatcher
2228.png,Public,Flycatcher
2229.png,Public,Flycatcher
2230.png,Public,Flycatcher
2231.png,Private,Nocturnal bird
2232.png,Private,Tanager
2233.png,Public,Other non-passerine bird
2234.png,Private,Water-associated bird
2235.png,Public,Bird of prey
2236.png,Private,Nocturnal bird
2237.png,Public,Bird of prey
2238.png,Private,Other non-passerine bird
2239.png,Private,Flycatcher
2240.png,Private,Flycatcher
2241.png,Public,Tanager
2242.png,Private,Water-associated bird
2243.png,Private,Flycatcher
2244.png,Public,Antbird
2245.png,Private,Flycatcher
2246.png,Private,Water-associated bird
2247.png,Private,Other non-passerine bird
2248.png,Public,Flycatcher
2249.png,Public,Nocturnal bird
2250.png,Private,Tanager
2251.png,Private,Nocturnal bird
2252.png,Private,Tanager
2253.png,Private,Flycatcher
2254.png,Private,Nocturnal bird
2255.png,Public,Other non-passerine bird
2256.png,Private,Flycatcher
2257.png,Private,Flycatcher
2258.png,Public,Bird of prey
2259.png,Public,Antbird
2260.png,Public,Flycatcher
2261.png,Public,Other non-passerine bird
2262.png,Public,Other non-passerine bird
2263.png,Public,Flycatcher
2264.png,Public,Other non-passerine bird
2265.png,Private,Other non-passerine bird
2266.png,Private,Ground bird
2267.png,Public,Other non-passerine bird
2268.png,Public,Water-associated bird
2269.png,Private,Parrot
2270.png,Private,Antbird
2271.png,Public,Antbird
2272.png,Private,Flycatcher
2273.png,Private,Tanager
2274.png,Private,Antbird
2275.png,Private,Antbird
2276.png,Public,Flycatcher
2277.png,Private,Other non-passerine bird
2278.png,Public,Bird of prey
2279.png,Private,Flycatcher
2280.png,Public,Bird of prey
2281.png,Public,Flycatcher
2282.png,Private,Water-associated bird
2283.png,Public,Water-associated bird
2284.png,Public,Nocturnal bird
2285.png,Public,Flycatcher
2286.png,Public,Antbird
2287.png,Private,Bird of prey
2288.png,Public,Other non-passerine bird
2289.png,Public,Antbird
2290.png,Private,Bird of prey
2291.png,Public,Bird of prey
2292.png,Public,Nocturnal bird
2293.png,Private,Tanager
2294.png,Public,Flycatcher
2295.png,Public,Flycatcher
2296.png,Public,Bird of prey
2297.png,Public,Other non-passerine bird
2298.png,Private,Flycatcher
2299.png,Private,Bird of prey
2300.png,Public,Flycatcher
2301.png,Private,Water-associated bird
2302.png,Private,Water-associated bird
2303.png,Private,Flycatcher
2304.png,Private,Flycatcher
2305.png,Public,Other non-passerine bird
2306.png,Public,Water-associated bird
2307.png,Public,Antbird
2308.png,Private,Water-associated bird
2309.png,Public,Antbird
2310.png,Public,Bird of prey
2311.png,Private,Flycatcher
2312.png,Private,Tanager
2313.png,Private,Flycatcher
2314.png,Private,Flycatcher
2315.png,Private,Water-associated bird
2316.png,Private,Flycatcher
2317.png,Private,Nocturnal bird
2318.png,Private,Flycatcher
2319.png,Public,Flycatcher
2320.png,Public,Flycatcher
2321.png,Private,Ground bird
2322.png,Private,Tanager
2323.png,Private,Tanager
2324.png,Public,Flycatcher
2325.png,Private,Tanager
2326.png,Public,Bird of prey
2327.png,Private,Flycatcher
2328.png,Private,Nocturnal bird
2329.png,Public,Other non-passerine bird
2330.png,Public,Other non-passerine bird
2331.png,Private,Water-associated bird
2332.png,Private,Other non-passerine bird
2333.png,Public,Nocturnal bird
2334.png,Private,Nocturnal bird
2335.png,Public,Tanager
2336.png,Private,Nocturnal bird
2337.png,Public,Tanager
2338.png,Public,Other non-passerine bird
2339.png,Public,Water-associated bird
2340.png,Private,Flycatcher
2341.png,Public,Other non-passerine bird
2342.png,Private,Flycatcher
2343.png,Public,Tanager
2344.png,Public,Ground bird
2345.png,Public,Parrot
2346.png,Private,Flycatcher
2347.png,Private,Tanager
2348.png,Public,Flycatcher
2349.png,Public,Tanager
2350.png,Private,Tanager
2351.png,Public,Tanager
2352.png,Private,Flycatcher
2353.png,Private,Ground bird
2354.png,Public,Other non-passerine bird
2355.png,Public,Other non-passerine bird
2356.png,Public,Other non-passerine bird
2357.png,Private,Other non-passerine bird
2358.png,Public,Other non-passerine bird
2359.png,Public,Water-associated bird
2360.png,Private,Flycatcher
2361.png,Private,Bird of prey
2362.png,Public,Tanager
2363.png,Public,Parrot
2364.png,Private,Other non-passerine bird
2365.png,Private,Flycatcher
2366.png,Public,Antbird
2367.png,Private,Flycatcher
2368.png,Private,Flycatcher
2369.png,Public,Tanager
2370.png,Private,Ground bird
2371.png,Public,Parrot
2372.png,Public,Nocturnal bird
2373.png,Public,Flycatcher
2374.png,Private,Other non-passerine bird
2375.png,Public,Parrot
2376.png,Private,Flycatcher
2377.png,Public,Flycatcher
2378.png,Public,Other non-passerine bird
2379.png,Private,Parrot
2380.png,Public,Antbird
2381.png,Private,Bird of prey
2382.png,Public,Bird of prey
2383.png,Private,Antbird
2384.png,Public,Other non-passerine bird
2385.png,Private,Flycatcher
2386.png,Public,Nocturnal bird
2387.png,Public,Flycatcher
2388.png,Private,Bird of prey
2389.png,Public,Other non-passerine bird
2390.png,Private,Flycatcher
2391.png,Private,Antbird
2392.png,Private,Flycatcher
2393.png,Public,Other non-passerine bird
2394.png,Private,Flycatcher
2395.png,Public,Flycatcher
2396.png,Public,Nocturnal bird
2397.png,Private,Flycatcher
2398.png,Public,Flycatcher
2399.png,Public,Bird of prey
2400.png,Public,Water-associated bird
2401.png,Public,Nocturnal bird
2402.png,Public,Ground bird
2403.png,Private,Flycatcher
2404.png,Private,Flycatcher
2405.png,Private,Nocturnal bird
2406.png,Private,Tanager
2407.png,Public,Other non-passerine bird
2408.png,Private,Nocturnal bird
2409.png,Private,Flycatcher
2410.png,Private,Other non-passerine bird
2411.png,Private,Flycatcher
2412.png,Public,Other non-passerine bird
2413.png,Private,Water-associated bird
2414.png,Public,Water-associated bird
2415.png,Private,Other non-passerine bird
2416.png,Public,Bird of prey
2417.png,Public,Bird of prey
2418.png,Private,Nocturnal bird
2419.png,Private,Bird of prey
2420.png,Public,Tanager
2421.png,Private,Parrot
2422.png,Public,Water-associated bird
2423.png,Private,Flycatcher
2424.png,Private,Bird of prey
2425.png,Public,Flycatcher
2426.png,Private,Nocturnal bird
2427.png,Private,Other non-passerine bird
2428.png,Private,Other non-passerine bird
2429.png,Private,Tanager
2430.png,Private,Tanager
2431.png,Private,Tanager
2432.png,Public,Other non-passerine bird
2433.png,Public,Nocturnal bird
2434.png,Public,Flycatcher
2435.png,Public,Antbird
2436.png,Public,Nocturnal bird
2437.png,Public,Flycatcher
2438.png,Private,Antbird
2439.png,Private,Parrot
2440.png,Private,Flycatcher
2441.png,Public,Other non-passerine bird
2442.png,Public,Other non-passerine bird
2443.png,Private,Nocturnal bird
2444.png,Private,Other non-passerine bird
2445.png,Private,Ground bird
2446.png,Private,Antbird
2447.png,Public,Flycatcher
2448.png,Public,Water-associated bird
2449.png,Private,Nocturnal bird
2450.png,Private,Nocturnal bird
2451.png,Public,Antbird
2452.png,Public,Nocturnal bird
2453.png,Public,Tanager
2454.png,Private,Flycatcher
2455.png,Private,Parrot
2456.png,Private,Parrot
2457.png,Private,Flycatcher
2458.png,Private,Tanager
2459.png,Private,Bird of prey
2460.png,Public,Parrot
2461.png,Private,Parrot
2462.png,Private,Other non-passerine bird
2463.png,Private,Flycatcher
2464.png,Public,Nocturnal bird
2465.png,Public,Flycatcher
2466.png,Public,Ground bird
2467.png,Private,Ground bird
2468.png,Public,Flycatcher
2469.png,Private,Flycatcher
2470.png,Private,Antbird
2471.png,Private,Flycatcher
2472.png,Private,Flycatcher
2473.png,Public,Other non-passerine bird
2474.png,Private,Other non-passerine bird
2475.png,Public,Antbird
2476.png,Public,Water-associated bird
2477.png,Public,Other non-passerine bird
2478.png,Private,Antbird
2479.png,Public,Bird of prey
2480.png,Private,Flycatcher
2481.png,Public,Flycatcher
2482.png,Private,Other non-passerine bird
2483.png,Public,Other non-passerine bird
2484.png,Private,Other non-passerine bird
2485.png,Public,Other non-passerine bird
2486.png,Public,Other non-passerine bird
2487.png,Public,Nocturnal bird
2488.png,Public,Other non-passerine bird
2489.png,Private,Other non-passerine bird
2490.png,Public,Ground bird
2491.png,Private,Tanager
2492.png,Public,Other non-passerine bird
2493.png,Public,Other non-passerine bird
2494.png,Public,Tanager
2495.png,Private,Water-associated bird
2496.png,Public,Bird of prey
2497.png,Public,Tanager
2498.png,Public,Flycatcher
2499.png,Private,Tanager
2500.png,Public,Flycatcher
2501.png,Private,Bird of prey
2502.png,Private,Other non-passerine bird
2503.png,Private,Water-associated bird
2504.png,Private,Flycatcher
2505.png,Public,Ground bird
2506.png,Public,Other non-passerine bird
2507.png,Public,Water-associated bird
2508.png,Private,Other non-passerine bird
2509.png,Public,Bird of prey
2510.png,Public,Nocturnal bird
2511.png,Private,Flycatcher
2512.png,Private,Flycatcher
2513.png,Public,Flycatcher
2514.png,Public,Bird of prey
2515.png,Public,Tanager
2516.png,Private,Flycatcher
2517.png,Public,Flycatcher
2518.png,Public,Flycatcher
2519.png,Public,Other non-passerine bird
2520.png,Private,Antbird
2521.png,Private,Flycatcher
2522.png,Public,Ground bird
2523.png,Private,Flycatcher
2524.png,Private,Water-associated bird
2525.png,Private,Flycatcher
2526.png,Public,Tanager
2527.png,Public,Nocturnal bird
2528.png,Private,Bird of prey
2529.png,Private,Parrot
2530.png,Public,Other non-passerine bird
2531.png,Public,Other non-passerine bird
2532.png,Private,Tanager
2533.png,Private,Other non-passerine bird
2534.png,Public,Nocturnal bird
2535.png,Public,Nocturnal bird
2536.png,Private,Flycatcher
2537.png,Private,Bird of prey
2538.png,Private,Flycatcher
2539.png,Private,Nocturnal bird
2540.png,Private,Other non-passerine bird
2541.png,Public,Flycatcher
2542.png,Private,Flycatcher
2543.png,Private,Ground bird
2544.png,Private,Other non-passerine bird
2545.png,Public,Nocturnal bird
2546.png,Private,Tanager
2547.png,Private,Nocturnal bird
2548.png,Private,Nocturnal bird
2549.png,Public,Water-associated bird
2550.png,Public,Flycatcher
2551.png,Public,Tanager
2552.png,Public,Water-associated bird
2553.png,Private,Flycatcher
2554.png,Public,Flycatcher
2555.png,Public,Antbird
2556.png,Private,Nocturnal bird
2557.png,Private,Other non-passerine bird
2558.png,Public,Other non-passerine bird
2559.png,Public,Flycatcher
2560.png,Private,Flycatcher
2561.png,Private,Flycatcher
2562.png,Private,Other non-passerine bird
2563.png,Private,Flycatcher
2564.png,Public,Flycatcher
2565.png,Private,Antbird
2566.png,Private,Antbird
2567.png,Public,Other non-passerine bird
2568.png,Private,Tanager
2569.png,Public,Other non-passerine bird
2570.png,Private,Flycatcher
2571.png,Private,Flycatcher
2572.png,Public,Parrot
2573.png,Public,Tanager
2574.png,Public,Flycatcher
2575.png,Private,Flycatcher
2576.png,Private,Flycatcher
2577.png,Private,Tanager
2578.png,Private,Ground bird
2579.png,Private,Flycatcher
2580.png,Private,Flycatcher
2581.png,Private,Tanager
2582.png,Private,Flycatcher
2583.png,Private,Bird of prey
2584.png,Private,Other non-passerine bird
2585.png,Public,Tanager
2586.png,Private,Water-associated bird
2587.png,Private,Water-associated bird
2588.png,Public,Antbird
2589.png,Public,Water-associated bird
2590.png,Public,Other non-passerine bird
2591.png,Private,Other non-passerine bird
2592.png,Private,Tanager
2593.png,Private,Antbird
2594.png,Private,Antbird
2595.png,Private,Other non-passerine bird
2596.png,Private,Parrot
2597.png,Public,Other non-passerine bird
2598.png,Private,Tanager
2599.png,Public,Bird of prey
2600.png,Private,Other non-passerine bird
2601.png,Private,Water-associated bird
2602.png,Public,Water-associated bird
2603.png,Public,Other non-passerine bird
2604.png,Public,Water-associated bird
2605.png,Private,Flycatcher
2606.png,Public,Ground bird
2607.png,Private,Tanager
2608.png,Public,Parrot
2609.png,Public,Other non-passerine bird
2610.png,Private,Flycatcher
2611.png,Public,Bird of prey
2612.png,Public,Other non-passerine bird
2613.png,Public,Water-associated bird
2614.png,Public,Flycatcher
2615.png,Private,Flycatcher
2616.png,Public,Nocturnal bird
2617.png,Private,Parrot
2618.png,Public,Water-associated bird
2619.png,Private,Other non-passerine bird
2620.png,Private,Antbird
2621.png,Private,Water-associated bird
2622.png,Public,Parrot
2623.png,Public,Flycatcher
2624.png,Public,Other non-passerine bird
2625.png,Private,Flycatcher
2626.png,Private,Other non-passerine bird
2627.png,Private,Flycatcher
2628.png,Public,Parrot
2629.png,Public,Nocturnal bird
2630.png,Private,Flycatcher
2631.png,Public,Flycatcher
2632.png,Public,Water-associated bird
2633.png,Private,Flycatcher
2634.png,Public,Nocturnal bird
2635.png,Private,Antbird
2636.png,Public,Flycatcher
2637.png,Private,Flycatcher
2638.png,Private,Flycatcher
2639.png,Public,Flycatcher
2640.png,Private,Nocturnal bird
2641.png,Public,Bird of prey
2642.png,Private,Flycatcher
2643.png,Private,Ground bird
2644.png,Public,Ground bird
2645.png,Public,Flycatcher
2646.png,Private,Nocturnal bird
2647.png,Private,Flycatcher
2648.png,Public,Tanager
2649.png,Public,Nocturnal bird
2650.png,Private,Flycatcher
2651.png,Private,Antbird
2652.png,Private,Antbird
2653.png,Public,Other non-passerine bird
2654.png,Public,Flycatcher
2655.png,Private,Water-associated bird
2656.png,Private,Other non-passerine bird
2657.png,Private,Nocturnal bird
2658.png,Private,Nocturnal bird
2659.png,Private,Other non-passerine bird
2660.png,Public,Ground bird
2661.png,Public,Flycatcher
2662.png,Public,Tanager
2663.png,Private,Water-associated bird
2664.png,Public,Water-associated bird
2665.png,Private,Other non-passerine bird
2666.png,Public,Water-associated bird
2667.png,Private,Other non-passerine bird
2668.png,Public,Flycatcher
2669.png,Public,Other non-passerine bird
2670.png,Public,Flycatcher
2671.png,Private,Flycatcher
2672.png,Private,Antbird
2673.png,Public,Nocturnal bird
2674.png,Public,Tanager
2675.png,Private,Parrot
2676.png,Public,Other non-passerine bird
2677.png,Private,Other non-passerine bird
2678.png,Public,Antbird
2679.png,Private,Water-associated bird
2680.png,Public,Water-associated bird
2681.png,Public,Water-associated bird
2682.png,Public,Water-associated bird
2683.png,Public,Other non-passerine bird
2684.png,Private,Other non-passerine bird
2685.png,Public,Other non-passerine bird
2686.png,Private,Other non-passerine bird
2687.png,Private,Other non-passerine bird
2688.png,Private,Antbird
2689.png,Public,Antbird
2690.png,Public,Flycatcher
2691.png,Public,Flycatcher
2692.png,Public,Flycatcher
2693.png,Private,Flycatcher
2694.png,Public,Flycatcher
2695.png,Public,Flycatcher
2696.png,Public,Bird of prey
2697.png,Public,Flycatcher
2698.png,Private,Other non-passerine bird
2699.png,Private,Other non-passerine bird
2700.png,Public,Flycatcher
2701.png,Private,Nocturnal bird
2702.png,Public,Other non-passerine bird
2703.png,Public,Tanager
2704.png,Private,Other non-passerine bird
2705.png,Public,Other non-passerine bird
2706.png,Public,Water-associated bird
2707.png,Public,Water-associated bird
2708.png,Public,Water-associated bird
2709.png,Private,Other non-passerine bird
2710.png,Public,Parrot
2711.png,Private,Antbird
2712.png,Private,Tanager
2713.png,Private,Tanager
2714.png,Private,Parrot
2715.png,Public,Water-associated bird
2716.png,Private,Water-associated bird
2717.png,Public,Other non-passerine bird
2718.png,Public,Parrot
2719.png,Public,Parrot
2720.png,Public,Other non-passerine bird
2721.png,Public,Parrot
2722.png,Private,Water-associated bird
2723.png,Private,Other non-passerine bird
2724.png,Public,Ground bird
2725.png,Private,Antbird
2726.png,Public,Flycatcher
2727.png,Private,Water-associated bird
2728.png,Public,Parrot
2729.png,Private,Parrot
2730.png,Public,Parrot
2731.png,Private,Water-associated bird
2732.png,Private,Flycatcher
2733.png,Private,Flycatcher
2734.png,Private,Flycatcher
2735.png,Private,Parrot
2736.png,Private,Parrot
2737.png,Private,Parrot
2738.png,Private,Other non-passerine bird
2739.png,Private,Nocturnal bird
2740.png,Private,Flycatcher
2741.png,Public,Antbird
2742.png,Public,Other non-passerine bird
2743.png,Private,Other non-passerine bird
2744.png,Private,Nocturnal bird
2745.png,Public,Antbird
2746.png,Public,Other non-passerine bird
2747.png,Public,Other non-passerine bird
2748.png,Public,Tanager
2749.png,Public,Tanager
2750.png,Private,Tanager
2751.png,Private,Tanager
2752.png,Public,Water-associated bird
2753.png,Private,Water-associated bird
2754.png,Private,Flycatcher
2755.png,Public,Flycatcher
2756.png,Public,Bird of prey
2757.png,Private,Water-associated bird
2758.png,Public,Parrot
2759.png,Private,Flycatcher
2760.png,Public,Water-associated bird
2761.png,Private,Water-associated bird
2762.png,Private,Parrot
2763.png,Private,Antbird
2764.png,Private,Other non-passerine bird
2765.png,Private,Bird of prey
2766.png,Public,Flycatcher
2767.png,Private,Bird of prey
2768.png,Public,Antbird
2769.png,Public,Bird of prey
2770.png,Private,Nocturnal bird
2771.png,Private,Water-associated bird
2772.png,Public,Other non-passerine bird
2773.png,Public,Water-associated bird
2774.png,Private,Flycatcher
2775.png,Private,Antbird
2776.png,Public,Flycatcher
2777.png,Public,Nocturnal bird
2778.png,Private,Bird of prey
2779.png,Private,Flycatcher
2780.png,Private,Nocturnal bird
2781.png,Public,Antbird
2782.png,Public,Water-associated bird
2783.png,Public,Nocturnal bird
